Date,Position,Track Name,Artist,Streams,Date,Region,Continent
2017-10-03,4,Havana,Camila Cabello,3242824,2017-10-03,global,
2017-10-03,5,Dusk Till Dawn - Radio Edit,ZAYN,3088213,2017-10-03,global,
2017-10-03,6,1-800-273-8255,Logic,3061029,2017-10-03,global,
2017-10-03,7,Mi Gente,J Balvin,2779355,2017-10-03,global,
2017-10-03,8,Silence,Marshmello,2636626,2017-10-03,global,
2017-10-03,9,Look What You Made Me Do,Taylor Swift,2598450,2017-10-03,global,
2017-10-03,10,Unforgettable,French Montana,2582511,2017-10-03,global,
2017-10-04,1,rockstar,Post Malone,6432389,2017-10-04,global,
2017-10-04,2,New Rules,Dua Lipa,3660800,2017-10-04,global,
2017-10-04,3,Too Good At Goodbyes - Edit,Sam Smith,3284055,2017-10-04,global,
2017-10-04,4,Havana,Camila Cabello,3226772,2017-10-04,global,
2017-10-04,5,Dusk Till Dawn - Radio Edit,ZAYN,3197353,2017-10-04,global,
2017-10-04,6,1-800-273-8255,Logic,3047945,2017-10-04,global,
2017-10-04,7,Mi Gente,J Balvin,2765101,2017-10-04,global,
2017-10-04,8,Silence,Marshmello,2635786,2017-10-04,global,
2017-10-04,9,Look What You Made Me Do,Taylor Swift,2632948,2017-10-04,global,
2017-10-04,10,What Lovers Do (feat. SZA),Maroon 5,2601121,2017-10-04,global,
2017-10-05,1,rockstar,Post Malone,6379013,2017-10-05,global,
2017-10-05,2,New Rules,Dua Lipa,3661023,2017-10-05,global,
2017-10-05,3,Too Good At Goodbyes - Edit,Sam Smith,3225424,2017-10-05,global,
2017-10-05,4,Dusk Till Dawn - Radio Edit,ZAYN,3192601,2017-10-05,global,
2017-10-05,5,Havana,Camila Cabello,3159333,2017-10-05,global,
2017-10-05,6,1-800-273-8255,Logic,3062841,2017-10-05,global,
2017-10-05,7,Mi Gente,J Balvin,2732319,2017-10-05,global,
2017-10-05,8,Silence,Marshmello,2644621,2017-10-05,global,
2017-10-05,9,What Lovers Do (feat. SZA),Maroon 5,2587984,2017-10-05,global,
2017-10-05,10,Look What You Made Me Do,Taylor Swift,2573862,2017-10-05,global,
2017-10-06,1,rockstar,Post Malone,6731613,2017-10-06,global,
2017-10-06,2,New Rules,Dua Lipa,3804825,2017-10-06,global,
2017-10-06,3,Too Good At Goodbyes - Edit,Sam Smith,3424666,2017-10-06,global,
2017-10-06,4,Havana,Camila Cabello,3250314,2017-10-06,global,
2017-10-06,5,Dusk Till Dawn - Radio Edit,ZAYN,3246121,2017-10-06,global,
2017-10-06,6,1-800-273-8255,Logic,3183387,2017-10-06,global,
2017-10-06,7,Mi Gente,J Balvin,2948772,2017-10-06,global,
2017-10-06,8,Silence,Marshmello,2816112,2017-10-06,global,
2017-10-06,9,What Lovers Do (feat. SZA),Maroon 5,2801136,2017-10-06,global,
2017-10-06,1,rockstar,Post Malone,2631229,2017-10-06,us,NA
2017-10-07,1,rockstar,Post Malone,6322901,2017-10-07,global,
2017-10-07,2,New Rules,Dua Lipa,3681757,2017-10-07,global,
2017-10-07,3,Too Good At Goodbyes - Edit,Sam Smith,3316932,2017-10-07,global,
2017-10-07,4,Havana,Camila Cabello,3200751,2017-10-07,global,
2017-10-07,5,Dusk Till Dawn - Radio Edit,ZAYN,3114056,2017-10-07,global,
2017-10-07,6,1-800-273-8255,Logic,2977227,2017-10-07,global,
2017-10-07,7,Mi Gente,J Balvin,2958966,2017-10-07,global,
2017-10-07,8,What Lovers Do (feat. SZA),Maroon 5,2823945,2017-10-07,global,
2017-10-07,9,Silence,Marshmello,2657938,2017-10-07,global,
2017-10-07,10,Look What You Made Me Do,Taylor Swift,2550953,2017-10-07,global,
2017-10-08,1,rockstar,Post Malone,5689997,2017-10-08,global,
2017-10-08,2,New Rules,Dua Lipa,3236312,2017-10-08,global,
2017-10-08,3,Too Good At Goodbyes - Edit,Sam Smith,3024243,2017-10-08,global,
2017-10-08,4,Havana,Camila Cabello,2871298,2017-10-08,global,
2017-10-08,5,Dusk Till Dawn - Radio Edit,ZAYN,2841710,2017-10-08,global,
2017-10-08,6,1-800-273-8255,Logic,2714103,2017-10-08,global,
2017-10-08,7,Mi Gente,J Balvin,2508503,2017-10-08,global,
2017-10-08,8,Silence,Marshmello,2380671,2017-10-08,global,
2017-10-08,9,What Lovers Do (feat. SZA),Maroon 5,2379070,2017-10-08,global,
2017-10-08,10,Perfect,Ed Sheeran,2302353,2017-10-08,global,
2017-10-09,1,rockstar,Post Malone,6159330,2017-10-09,global,
2017-10-09,2,New Rules,Dua Lipa,3436104,2017-10-09,global,
2017-10-09,3,Too Good At Goodbyes - Edit,Sam Smith,3302022,2017-10-09,global,
2017-10-09,4,Dusk Till Dawn - Radio Edit,ZAYN,3102150,2017-10-09,global,
2017-10-09,5,Havana,Camila Cabello,3038268,2017-10-09,global,
2017-10-09,6,1-800-273-8255,Logic,2925354,2017-10-09,global,
2017-10-09,7,Silence,Marshmello,2601704,2017-10-09,global,
2017-10-09,8,What Lovers Do (feat. SZA),Maroon 5,2563326,2017-10-09,global,
2017-10-09,9,Perfect,Ed Sheeran,2542919,2017-10-09,global,
2017-10-09,10,Mi Gente,J Balvin,2500468,2017-10-09,global,
2017-10-10,1,rockstar,Post Malone,6260386,2017-10-10,global,
2017-10-10,2,New Rules,Dua Lipa,3527225,2017-10-10,global,
2017-10-10,3,Too Good At Goodbyes - Edit,Sam Smith,3306916,2017-10-10,global,
2017-10-10,4,Dusk Till Dawn - Radio Edit,ZAYN,3200043,2017-10-10,global,
2017-10-10,5,Havana,Camila Cabello,3093979,2017-10-10,global,
2017-10-10,6,1-800-273-8255,Logic,2990795,2017-10-10,global,
2017-10-10,7,What Lovers Do (feat. SZA),Maroon 5,2781340,2017-10-10,global,
2017-10-10,8,Silence,Marshmello,2668920,2017-10-10,global,
2017-10-10,9,Perfect,Ed Sheeran,2613846,2017-10-10,global,
2017-10-10,10,Mi Gente,J Balvin,2475347,2017-10-10,global,
2017-10-11,1,rockstar,Post Malone,6263586,2017-10-11,global,
2017-10-11,2,New Rules,Dua Lipa,3548350,2017-10-11,global,
2017-10-11,3,Dusk Till Dawn - Radio Edit,ZAYN,3279490,2017-10-11,global,
2017-10-11,4,Too Good At Goodbyes - Edit,Sam Smith,3253621,2017-10-11,global,
2017-10-11,5,Havana,Camila Cabello,3140301,2017-10-11,global,
2017-10-11,6,1-800-273-8255,Logic,3002226,2017-10-11,global,
2017-10-11,7,What Lovers Do (feat. SZA),Maroon 5,2868969,2017-10-11,global,
2017-10-11,8,Silence,Marshmello,2676833,2017-10-11,global,
2017-10-11,9,Perfect,Ed Sheeran,2650448,2017-10-11,global,
2017-10-11,10,Mi Gente,J Balvin,2477920,2017-10-11,global,
2017-10-12,1,rockstar,Post Malone,6482827,2017-10-12,global,
2017-10-12,2,New Rules,Dua Lipa,3536900,2017-10-12,global,
2017-10-12,3,Dusk Till Dawn - Radio Edit,ZAYN,3241611,2017-10-12,global,
2017-10-12,4,Too Good At Goodbyes - Edit,Sam Smith,3171238,2017-10-12,global,
2017-10-12,5,Havana,Camila Cabello,3147822,2017-10-12,global,
2017-10-12,6,1-800-273-8255,Logic,3016645,2017-10-12,global,
2017-10-12,7,What Lovers Do (feat. SZA),Maroon 5,2820140,2017-10-12,global,
2017-10-12,8,Silence,Marshmello,2692892,2017-10-12,global,
2017-10-12,9,Perfect,Ed Sheeran,2661329,2017-10-12,global,
2017-10-12,10,Mi Gente,J Balvin,2509200,2017-10-12,global,
2017-10-13,1,rockstar,Post Malone,6957721,2017-10-13,global,
2017-10-13,2,New Rules,Dua Lipa,3758241,2017-10-13,global,
2017-10-13,3,1-800-273-8255,Logic,3339004,2017-10-13,global,
2017-10-13,4,Havana,Camila Cabello,3293712,2017-10-13,global,
2017-10-13,5,Dusk Till Dawn - Radio Edit,ZAYN,3226747,2017-10-13,global,
2017-10-13,6,Too Good At Goodbyes - Edit,Sam Smith,3147255,2017-10-13,global,
2017-10-13,7,Silence,Marshmello,2843586,2017-10-13,global,
2017-10-13,8,What Lovers Do (feat. SZA),Maroon 5,2771374,2017-10-13,global,
2017-10-13,9,Perfect,Ed Sheeran,2715772,2017-10-13,global,
2017-10-13,10,Mi Gente,J Balvin,2701379,2017-10-13,global,
2017-10-14,1,rockstar,Post Malone,6542558,2017-10-14,global,
2017-10-14,2,New Rules,Dua Lipa,3801494,2017-10-14,global,
2017-10-14,3,Havana,Camila Cabello,3503355,2017-10-14,global,
2017-10-14,4,1-800-273-8255,Logic,3065363,2017-10-14,global,
2017-10-14,5,Dusk Till Dawn - Radio Edit,ZAYN,3061280,2017-10-14,global,
2017-10-14,6,Too Good At Goodbyes - Edit,Sam Smith,2976004,2017-10-14,global,
2017-10-14,7,What Lovers Do (feat. SZA),Maroon 5,2812072,2017-10-14,global,
2017-10-14,8,Mi Gente,J Balvin,2712254,2017-10-14,global,
2017-10-14,9,Perfect,Ed Sheeran,2699841,2017-10-14,global,
2017-10-14,10,Silence,Marshmello,2627661,2017-10-14,global,
2017-10-15,1,rockstar,Post Malone,5802226,2017-10-15,global,
2017-10-15,2,New Rules,Dua Lipa,3283037,2017-10-15,global,
2017-10-15,3,Havana,Camila Cabello,3099241,2017-10-15,global,
2017-10-15,4,Dusk Till Dawn - Radio Edit,ZAYN,2827495,2017-10-15,global,
2017-10-15,5,Too Good At Goodbyes - Edit,Sam Smith,2810052,2017-10-15,global,
2017-10-15,6,1-800-273-8255,Logic,2788242,2017-10-15,global,
2017-10-15,7,What Lovers Do (feat. SZA),Maroon 5,2543337,2017-10-15,global,
2017-10-15,8,Silence,Marshmello,2501807,2017-10-15,global,
2017-10-15,9,Perfect,Ed Sheeran,2419942,2017-10-15,global,
2017-10-15,10,Mi Gente,J Balvin,2363140,2017-10-15,global,
2017-10-16,1,rockstar,Post Malone,6413208,2017-10-16,global,
2017-10-16,2,New Rules,Dua Lipa,3499836,2017-10-16,global,
2017-10-16,3,Havana,Camila Cabello,3344852,2017-10-16,global,
2017-10-16,4,Too Good At Goodbyes - Edit,Sam Smith,3101183,2017-10-16,global,
2017-10-16,5,Dusk Till Dawn - Radio Edit,ZAYN,3093666,2017-10-16,global,
2017-10-16,6,1-800-273-8255,Logic,3016172,2017-10-16,global,
2017-10-16,7,What Lovers Do (feat. SZA),Maroon 5,2831240,2017-10-16,global,
2017-10-16,8,Perfect,Ed Sheeran,2729788,2017-10-16,global,
2017-10-16,9,Silence,Marshmello,2652270,2017-10-16,global,
2017-10-16,1,rockstar,Post Malone,2465460,2017-10-16,us,NA
2017-10-17,1,rockstar,Post Malone,6586288,2017-10-17,global,
2017-10-17,2,New Rules,Dua Lipa,3624687,2017-10-17,global,
2017-10-17,3,Havana,Camila Cabello,3459674,2017-10-17,global,
2017-10-17,4,Too Good At Goodbyes - Edit,Sam Smith,3238583,2017-10-17,global,
2017-10-17,5,Dusk Till Dawn - Radio Edit,ZAYN,3149344,2017-10-17,global,
2017-10-17,6,What Lovers Do (feat. SZA),Maroon 5,2957845,2017-10-17,global,
2017-10-17,7,1-800-273-8255,Logic,2950617,2017-10-17,global,
2017-10-17,8,Perfect,Ed Sheeran,2826886,2017-10-17,global,
2017-10-17,9,Silence,Marshmello,2794234,2017-10-17,global,
2017-10-17,1,rockstar,Post Malone,2557718,2017-10-17,us,NA
2017-10-18,1,rockstar,Post Malone,6680115,2017-10-18,global,
2017-10-18,2,New Rules,Dua Lipa,3671207,2017-10-18,global,
2017-10-18,3,Havana,Camila Cabello,3550301,2017-10-18,global,
2017-10-18,4,Dusk Till Dawn - Radio Edit,ZAYN,3217661,2017-10-18,global,
2017-10-18,5,Too Good At Goodbyes - Edit,Sam Smith,3211148,2017-10-18,global,
2017-10-18,6,1-800-273-8255,Logic,2962585,2017-10-18,global,
2017-10-18,7,What Lovers Do (feat. SZA),Maroon 5,2899557,2017-10-18,global,
2017-10-18,8,Perfect,Ed Sheeran,2864860,2017-10-18,global,
2017-10-18,9,Silence,Marshmello,2757584,2017-10-18,global,
2017-10-18,1,rockstar,Post Malone,2617333,2017-10-18,us,NA
2017-10-19,1,rockstar,Post Malone,6790223,2017-10-19,global,
2017-10-19,2,New Rules,Dua Lipa,3669608,2017-10-19,global,
2017-10-19,3,Havana,Camila Cabello,3604103,2017-10-19,global,
2017-10-19,4,Dusk Till Dawn - Radio Edit,ZAYN,3192401,2017-10-19,global,
2017-10-19,5,Too Good At Goodbyes - Edit,Sam Smith,3142794,2017-10-19,global,
2017-10-19,6,1-800-273-8255,Logic,2984242,2017-10-19,global,
2017-10-19,7,What Lovers Do (feat. SZA),Maroon 5,2957197,2017-10-19,global,
2017-10-19,8,Perfect,Ed Sheeran,2874854,2017-10-19,global,
2017-10-19,9,Silence,Marshmello,2801806,2017-10-19,global,
2017-10-19,1,rockstar,Post Malone,2693658,2017-10-19,us,NA
2017-10-20,1,rockstar,Post Malone,7113735,2017-10-20,global,
2017-10-20,2,New Rules,Dua Lipa,3842719,2017-10-20,global,
2017-10-20,3,Havana,Camila Cabello,3807680,2017-10-20,global,
2017-10-20,4,Dusk Till Dawn - Radio Edit,ZAYN,3277783,2017-10-20,global,
2017-10-20,5,Too Good At Goodbyes - Edit,Sam Smith,3144698,2017-10-20,global,
2017-10-20,6,1-800-273-8255,Logic,3055441,2017-10-20,global,
2017-10-20,7,Gorgeous,Taylor Swift,3030858,2017-10-20,global,
2017-10-20,8,What Lovers Do (feat. SZA),Maroon 5,3024336,2017-10-20,global,
2017-10-20,9,Perfect,Ed Sheeran,2933055,2017-10-20,global,
2017-10-20,10,Silence,Marshmello,2855328,2017-10-20,global,
2017-10-21,1,rockstar,Post Malone,6637411,2017-10-21,global,
2017-10-21,2,New Rules,Dua Lipa,3750120,2017-10-21,global,
2017-10-21,3,Havana,Camila Cabello,3740505,2017-10-21,global,
2017-10-21,4,Dusk Till Dawn - Radio Edit,ZAYN,3176314,2017-10-21,global,
2017-10-21,5,What Lovers Do (feat. SZA),Maroon 5,3012262,2017-10-21,global,
2017-10-21,6,Too Good At Goodbyes - Edit,Sam Smith,2937000,2017-10-21,global,
2017-10-21,7,1-800-273-8255,Logic,2834839,2017-10-21,global,
2017-10-21,8,Perfect,Ed Sheeran,2724906,2017-10-21,global,
2017-10-21,9,Silence,Marshmello,2676470,2017-10-21,global,
2017-10-21,1,rockstar,Post Malone,2525496,2017-10-21,us,NA
2017-10-22,1,rockstar,Post Malone,5705328,2017-10-22,global,
2017-10-22,2,Havana,Camila Cabello,3292053,2017-10-22,global,
2017-10-22,3,New Rules,Dua Lipa,3254159,2017-10-22,global,
2017-10-22,4,Dusk Till Dawn - Radio Edit,ZAYN,2828971,2017-10-22,global,
2017-10-22,5,Too Good At Goodbyes - Edit,Sam Smith,2710095,2017-10-22,global,
2017-10-22,6,What Lovers Do (feat. SZA),Maroon 5,2637169,2017-10-22,global,
2017-10-22,7,1-800-273-8255,Logic,2550578,2017-10-22,global,
2017-10-22,8,Perfect,Ed Sheeran,2519437,2017-10-22,global,
2017-10-22,9,Silence,Marshmello,2357972,2017-10-22,global,
2017-10-22,1,rockstar,Post Malone,2217620,2017-10-22,us,NA
2017-10-23,1,rockstar,Post Malone,6279161,2017-10-23,global,
2017-10-23,2,Havana,Camila Cabello,3612348,2017-10-23,global,
2017-10-23,3,New Rules,Dua Lipa,3481485,2017-10-23,global,
2017-10-23,4,Dusk Till Dawn - Radio Edit,ZAYN,3106970,2017-10-23,global,
2017-10-23,5,Too Good At Goodbyes - Edit,Sam Smith,3019064,2017-10-23,global,
2017-10-23,6,Perfect,Ed Sheeran,2882110,2017-10-23,global,
2017-10-23,7,What Lovers Do (feat. SZA),Maroon 5,2872694,2017-10-23,global,
2017-10-23,8,1-800-273-8255,Logic,2779265,2017-10-23,global,
2017-10-23,9,Silence,Marshmello,2649112,2017-10-23,global,
2017-10-23,1,rockstar,Post Malone,2379623,2017-10-23,us,NA
2017-10-24,1,rockstar,Post Malone,6303536,2017-10-24,global,
2017-10-24,2,Havana,Camila Cabello,3814756,2017-10-24,global,
2017-10-24,3,New Rules,Dua Lipa,3610909,2017-10-24,global,
2017-10-24,4,Dusk Till Dawn - Radio Edit,ZAYN,3179317,2017-10-24,global,
2017-10-24,5,Too Good At Goodbyes - Edit,Sam Smith,3101538,2017-10-24,global,
2017-10-24,6,What Lovers Do (feat. SZA),Maroon 5,3019517,2017-10-24,global,
2017-10-24,7,Perfect,Ed Sheeran,2975366,2017-10-24,global,
2017-10-24,8,1-800-273-8255,Logic,2823232,2017-10-24,global,
2017-10-24,9,Silence,Marshmello,2751436,2017-10-24,global,
2017-10-24,10,I Fall Apart,Post Malone,2486560,2017-10-24,global,
2017-10-25,1,rockstar,Post Malone,6398602,2017-10-25,global,
2017-10-25,2,Havana,Camila Cabello,4105765,2017-10-25,global,
2017-10-25,3,New Rules,Dua Lipa,3685327,2017-10-25,global,
2017-10-25,4,Dusk Till Dawn - Radio Edit,ZAYN,3260121,2017-10-25,global,
2017-10-25,5,Too Good At Goodbyes - Edit,Sam Smith,3126097,2017-10-25,global,
2017-10-25,6,What Lovers Do (feat. SZA),Maroon 5,3103443,2017-10-25,global,
2017-10-25,7,Perfect,Ed Sheeran,2982383,2017-10-25,global,
2017-10-25,8,1-800-273-8255,Logic,2842194,2017-10-25,global,
2017-10-25,9,Silence,Marshmello,2836476,2017-10-25,global,
2017-10-25,10,I Fall Apart,Post Malone,2577495,2017-10-25,global,
2017-10-26,1,rockstar,Post Malone,6398271,2017-10-26,global,
2017-10-26,2,Havana,Camila Cabello,4289152,2017-10-26,global,
2017-10-26,3,New Rules,Dua Lipa,3695245,2017-10-26,global,
2017-10-26,4,Dusk Till Dawn - Radio Edit,ZAYN,3286077,2017-10-26,global,
2017-10-26,5,What Lovers Do (feat. SZA),Maroon 5,3149819,2017-10-26,global,
2017-10-26,6,Too Good At Goodbyes - Edit,Sam Smith,3100978,2017-10-26,global,
2017-10-26,7,Perfect,Ed Sheeran,3005373,2017-10-26,global,
2017-10-26,8,Silence,Marshmello,2919715,2017-10-26,global,
2017-10-26,9,1-800-273-8255,Logic,2832041,2017-10-26,global,
2017-10-26,10,I Fall Apart,Post Malone,2642254,2017-10-26,global,
2017-10-27,1,rockstar,Post Malone,6670066,2017-10-27,global,
2017-10-27,2,Havana,Camila Cabello,4535491,2017-10-27,global,
2017-10-27,3,New Rules,Dua Lipa,3827989,2017-10-27,global,
2017-10-27,4,Wolves,Selena Gomez,3477501,2017-10-27,global,
2017-10-27,5,Dusk Till Dawn - Radio Edit,ZAYN,3331807,2017-10-27,global,
2017-10-27,6,What Lovers Do (feat. SZA),Maroon 5,3271179,2017-10-27,global,
2017-10-27,7,Too Good At Goodbyes - Edit,Sam Smith,3062104,2017-10-27,global,
2017-10-27,8,Silence,Marshmello,3031190,2017-10-27,global,
2017-10-27,9,Perfect,Ed Sheeran,3021391,2017-10-27,global,
2017-10-27,10,1-800-273-8255,Logic,2869051,2017-10-27,global,
2017-10-28,1,rockstar,Post Malone,6223667,2017-10-28,global,
2017-10-28,2,Havana,Camila Cabello,4475027,2017-10-28,global,
2017-10-28,3,New Rules,Dua Lipa,3747210,2017-10-28,global,
2017-10-28,4,What Lovers Do (feat. SZA),Maroon 5,3215847,2017-10-28,global,
2017-10-28,5,Dusk Till Dawn - Radio Edit,ZAYN,3156214,2017-10-28,global,
2017-10-28,6,Wolves,Selena Gomez,3014534,2017-10-28,global,
2017-10-28,7,Silence,Marshmello,2890321,2017-10-28,global,
2017-10-28,8,Too Good At Goodbyes - Edit,Sam Smith,2834606,2017-10-28,global,
2017-10-28,9,Perfect,Ed Sheeran,2834523,2017-10-28,global,
2017-10-28,10,1-800-273-8255,Logic,2609687,2017-10-28,global,
2017-10-29,1,rockstar,Post Malone,5466392,2017-10-29,global,
2017-10-29,2,Havana,Camila Cabello,4040499,2017-10-29,global,
2017-10-29,3,New Rules,Dua Lipa,3292225,2017-10-29,global,
2017-10-29,4,Dusk Till Dawn - Radio Edit,ZAYN,2825249,2017-10-29,global,
2017-10-29,5,What Lovers Do (feat. SZA),Maroon 5,2821117,2017-10-29,global,
2017-10-29,6,Wolves,Selena Gomez,2668737,2017-10-29,global,
2017-10-29,7,Too Good At Goodbyes - Edit,Sam Smith,2630980,2017-10-29,global,
2017-10-29,8,Perfect,Ed Sheeran,2619744,2017-10-29,global,
2017-10-29,9,Silence,Marshmello,2578513,2017-10-29,global,
2017-10-29,10,1-800-273-8255,Logic,2380095,2017-10-29,global,
2017-10-30,1,rockstar,Post Malone,5916330,2017-10-30,global,
2017-10-30,2,Havana,Camila Cabello,4396616,2017-10-30,global,
2017-10-30,3,New Rules,Dua Lipa,3584822,2017-10-30,global,
2017-10-30,4,Dusk Till Dawn - Radio Edit,ZAYN,3141843,2017-10-30,global,
2017-10-30,5,What Lovers Do (feat. SZA),Maroon 5,3109566,2017-10-30,global,
2017-10-30,6,Wolves,Selena Gomez,3096538,2017-10-30,global,
2017-10-30,7,Perfect,Ed Sheeran,2950839,2017-10-30,global,
2017-10-30,8,Too Good At Goodbyes - Edit,Sam Smith,2924556,2017-10-30,global,
2017-10-30,9,Silence,Marshmello,2861177,2017-10-30,global,
2017-10-30,10,1-800-273-8255,Logic,2590838,2017-10-30,global,
2017-10-31,1,rockstar,Post Malone,6103347,2017-10-31,global,
2017-10-31,2,Havana,Camila Cabello,4604839,2017-10-31,global,
2017-10-31,3,New Rules,Dua Lipa,3924896,2017-10-31,global,
2017-10-31,4,What Lovers Do (feat. SZA),Maroon 5,3234477,2017-10-31,global,
2017-10-31,5,Wolves,Selena Gomez,3191101,2017-10-31,global,
2017-10-31,6,Dusk Till Dawn - Radio Edit,ZAYN,3084862,2017-10-31,global,
2017-10-31,7,Perfect,Ed Sheeran,2968330,2017-10-31,global,
2017-10-31,8,Silence,Marshmello,2915837,2017-10-31,global,
2017-10-31,9,Too Good At Goodbyes - Edit,Sam Smith,2905388,2017-10-31,global,
2017-10-31,10,Let You Down,NF,2588247,2017-10-31,global,
2017-11-01,1,rockstar,Post Malone,5755610,2017-11-01,global,
2017-11-01,2,Havana,Camila Cabello,4438592,2017-11-01,global,
2017-11-01,3,New Rules,Dua Lipa,3758506,2017-11-01,global,
2017-11-01,4,Wolves,Selena Gomez,3235616,2017-11-01,global,
2017-11-01,5,What Lovers Do,Maroon 5,3067567,2017-11-01,global,
2017-11-01,6,Dusk Till Dawn - Radio Edit,ZAYN,2995799,2017-11-01,global,
2017-11-01,7,Perfect,Ed Sheeran,2958426,2017-11-01,global,
2017-11-01,8,Too Good At Goodbyes - Edit,Sam Smith,2836218,2017-11-01,global,
2017-11-01,9,Silence,Marshmello,2790221,2017-11-01,global,
2017-11-01,10,Let You Down,NF,2598206,2017-11-01,global,
2017-11-02,1,rockstar,Post Malone,5956604,2017-11-02,global,
2017-11-02,2,Havana,Camila Cabello,4596394,2017-11-02,global,
2017-11-02,3,New Rules,Dua Lipa,3732321,2017-11-02,global,
2017-11-02,4,Wolves,Selena Gomez,3458176,2017-11-02,global,
2017-11-02,5,What Lovers Do (feat. SZA),Maroon 5,3193326,2017-11-02,global,
2017-11-02,6,Dusk Till Dawn - Radio Edit,ZAYN,3143418,2017-11-02,global,
2017-11-02,7,Too Good At Goodbyes - Edit,Sam Smith,3046837,2017-11-02,global,
2017-11-02,8,Perfect,Ed Sheeran,3034851,2017-11-02,global,
2017-11-02,9,Silence,Marshmello,2877437,2017-11-02,global,
2017-11-02,10,Let You Down,NF,2762268,2017-11-02,global,
2017-11-03,1,rockstar,Post Malone,6260200,2017-11-03,global,
2017-11-03,2,Havana,Camila Cabello,4748551,2017-11-03,global,
2017-11-03,3,Too Good At Goodbyes,Sam Smith,4027566,2017-11-03,global,
2017-11-03,4,New Rules,Dua Lipa,3863304,2017-11-03,global,
2017-11-03,5,Wolves,Selena Gomez,3457342,2017-11-03,global,
2017-11-03,6,What Lovers Do (feat. SZA),Maroon 5,3439442,2017-11-03,global,
2017-11-03,7,Dusk Till Dawn - Radio Edit,ZAYN,3162231,2017-11-03,global,
2017-11-03,8,Perfect,Ed Sheeran,3054035,2017-11-03,global,
2017-11-03,9,Silence,Marshmello,2954388,2017-11-03,global,
2017-11-03,10,Gucci Gang,Lil Pump,2831644,2017-11-03,global,
2017-11-04,1,rockstar,Post Malone,5885664,2017-11-04,global,
2017-11-04,2,Havana,Camila Cabello,4727501,2017-11-04,global,
2017-11-04,3,Too Good At Goodbyes,Sam Smith,3908000,2017-11-04,global,
2017-11-04,4,New Rules,Dua Lipa,3799665,2017-11-04,global,
2017-11-04,5,What Lovers Do (feat. SZA),Maroon 5,3388074,2017-11-04,global,
2017-11-04,6,Wolves,Selena Gomez,3162554,2017-11-04,global,
2017-11-04,7,Dusk Till Dawn - Radio Edit,ZAYN,2968590,2017-11-04,global,
2017-11-04,8,Perfect,Ed Sheeran,2870506,2017-11-04,global,
2017-11-04,9,Silence,Marshmello,2817774,2017-11-04,global,
2017-11-04,10,Gucci Gang,Lil Pump,2717467,2017-11-04,global,
2017-11-05,1,rockstar,Post Malone,5086329,2017-11-05,global,
2017-11-05,2,Havana,Camila Cabello,4219170,2017-11-05,global,
2017-11-05,3,Too Good At Goodbyes,Sam Smith,3652071,2017-11-05,global,
2017-11-05,4,New Rules,Dua Lipa,3295470,2017-11-05,global,
2017-11-05,5,What Lovers Do (feat. SZA),Maroon 5,2994195,2017-11-05,global,
2017-11-05,6,Wolves,Selena Gomez,2759998,2017-11-05,global,
2017-11-05,7,Perfect,Ed Sheeran,2655518,2017-11-05,global,
2017-11-05,8,Dusk Till Dawn - Radio Edit,ZAYN,2643003,2017-11-05,global,
2017-11-05,9,Silence,Marshmello,2479243,2017-11-05,global,
2017-11-05,10,Gucci Gang,Lil Pump,2405685,2017-11-05,global,
2017-11-06,1,rockstar,Post Malone,5541670,2017-11-06,global,
2017-11-06,2,Havana,Camila Cabello,4503012,2017-11-06,global,
2017-11-06,3,Too Good At Goodbyes,Sam Smith,4117363,2017-11-06,global,
2017-11-06,4,New Rules,Dua Lipa,3517904,2017-11-06,global,
2017-11-06,5,What Lovers Do (feat. SZA),Maroon 5,3379253,2017-11-06,global,
2017-11-06,6,Wolves,Selena Gomez,3114950,2017-11-06,global,
2017-11-06,7,Perfect,Ed Sheeran,2953608,2017-11-06,global,
2017-11-06,8,Dusk Till Dawn - Radio Edit,ZAYN,2883772,2017-11-06,global,
2017-11-06,9,Silence,Marshmello,2718573,2017-11-06,global,
2017-11-06,10,Let You Down,NF,2603455,2017-11-06,global,
2017-11-07,1,rockstar,Post Malone,5654912,2017-11-07,global,
2017-11-07,2,Havana,Camila Cabello,4622238,2017-11-07,global,
2017-11-07,3,Too Good At Goodbyes,Sam Smith,4134961,2017-11-07,global,
2017-11-07,4,New Rules,Dua Lipa,3643418,2017-11-07,global,
2017-11-07,5,What Lovers Do (feat. SZA),Maroon 5,3497821,2017-11-07,global,
2017-11-07,6,Wolves,Selena Gomez,3232155,2017-11-07,global,
2017-11-07,7,Perfect,Ed Sheeran,3061779,2017-11-07,global,
2017-11-07,8,Dusk Till Dawn - Radio Edit,ZAYN,2949333,2017-11-07,global,
2017-11-07,9,Silence,Marshmello,2784988,2017-11-07,global,
2017-11-07,10,Gucci Gang,Lil Pump,2736091,2017-11-07,global,
2017-11-08,1,rockstar,Post Malone,5641232,2017-11-08,global,
2017-11-08,2,Havana,Camila Cabello,4620891,2017-11-08,global,
2017-11-08,3,Too Good At Goodbyes,Sam Smith,4093144,2017-11-08,global,
2017-11-08,4,New Rules,Dua Lipa,3682637,2017-11-08,global,
2017-11-08,5,What Lovers Do (feat. SZA),Maroon 5,3512891,2017-11-08,global,
2017-11-08,6,Wolves,Selena Gomez,3224025,2017-11-08,global,
